,Offer Accepted,Reward,Mailer Type,Income Level,# Bank Accounts Open,Overdraft Protection,Credit Rating,# Credit Cards Held,# Homes Owned,Household Size,Own Your Home,Average Balance
344,Yes,Air Miles,Letter,Low,1,No,Low,3,1,3,No,943.0
345,Yes,Points,Postcard,Medium,3,No,Medium,2,1,3,No,215.25
346,Yes,Points,Letter,High,1,Yes,Low,1,1,3,Yes,1001.5
347,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1499.0
348,Yes,Cash Back,Letter,High,1,No,Low,2,1,6,No,1073.0
349,Yes,Air Miles,Letter,High,1,No,Low,2,2,5,Yes,1242.0
350,Yes,Points,Letter,Medium,1,No,High,1,2,3,Yes,1293.0
351,Yes,Air Miles,Postcard,Medium,1,No,Medium,3,1,3,Yes,685.75
352,Yes,Cash Back,Postcard,Medium,2,No,Low,2,1,3,No,1032.75
353,Yes,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,987.75
354,Yes,Air Miles,Postcard,High,2,No,Low,1,2,4,Yes,1351.75
355,Yes,Cash Back,Postcard,Low,1,No,High,3,1,4,Yes,870.5
356,Yes,Air Miles,Postcard,Medium,2,No,High,2,1,3,No,1148.0
357,Yes,Air Miles,Postcard,Low,1,No,Low,2,2,5,Yes,1016.75
358,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,5,No,317.5
359,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,5,No,1284.25
360,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,2,No,1087.75
361,Yes,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1195.25
362,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,712.5
363,Yes,Points,Postcard,Medium,2,No,Low,3,1,2,Yes,1113.25
364,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,1,No,716.75
365,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,2,Yes,886.25
366,Yes,Points,Postcard,High,1,No,Medium,2,2,5,Yes,325.25
367,Yes,Points,Letter,Medium,1,No,Low,1,1,2,Yes,957.5
368,Yes,Cash Back,Postcard,Medium,2,Yes,Low,1,1,3,No,1163.75
369,Yes,Points,Postcard,Low,2,No,Medium,1,1,3,No,1180.75
370,Yes,Cash Back,Postcard,Low,1,Yes,Medium,2,1,2,Yes,1028.75
371,Yes,Cash Back,Postcard,Medium,2,No,Low,2,2,5,No,209.0
372,Yes,Points,Letter,Low,1,No,Low,1,1,2,Yes,1171.75
373,Yes,Air Miles,Postcard,Medium,1,Yes,Low,1,1,4,Yes,997.5
374,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,No,1190.25
375,Yes,Air Miles,Letter,High,1,No,Low,2,1,3,Yes,668.0
376,Yes,Cash Back,Postcard,Low,1,Yes,High,1,1,5,Yes,1083.75
377,Yes,Cash Back,Postcard,High,2,No,Low,3,1,3,No,361.25
378,Yes,Points,Postcard,Low,2,No,Low,1,1,4,Yes,981.75
379,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,No,803.75
380,Yes,Cash Back,Letter,Medium,2,No,Medium,2,1,2,Yes,992.0
381,Yes,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,921.75
382,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,867.75
383,Yes,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,1013.25
384,Yes,Cash Back,Postcard,Medium,2,No,Low,2,2,4,Yes,1114.75
385,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,2,6,Yes,1325.0
386,Yes,Points,Letter,Low,2,No,Low,1,2,3,No,945.25
387,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,1,1,Yes,988.0
388,Yes,Air Miles,Postcard,High,3,No,Medium,2,2,5,Yes,976.25
389,Yes,Points,Postcard,High,2,No,Medium,1,1,1,Yes,1013.25
390,Yes,Points,Letter,Low,1,No,Low,1,1,3,Yes,897.5
391,Yes,Air Miles,Postcard,Low,1,No,Medium,2,1,4,No,631.5
392,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,1,Yes,1091.5
393,Yes,Points,Letter,Medium,1,Yes,Low,2,1,3,No,1010.5
394,Yes,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,962.75
395,Yes,Points,Postcard,Medium,1,No,Low,3,3,3,Yes,1726.0
396,Yes,Cash Back,Postcard,Low,1,No,Low,3,2,2,Yes,1159.5
397,Yes,Air Miles,Letter,Low,1,No,Low,2,1,2,No,220.25
398,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1306.25
399,Yes,Points,Postcard,High,2,Yes,Low,2,1,3,No,1220.25
400,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,Yes,1173.0
401,Yes,Air Miles,Postcard,Medium,2,Yes,High,2,1,3,Yes,732.5
402,Yes,Air Miles,Postcard,Low,2,No,High,3,1,4,No,1041.0
403,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,784.25
404,Yes,Points,Postcard,Medium,1,No,Low,2,1,1,Yes,940.75
405,Yes,Cash Back,Postcard,Low,1,No,Medium,1,2,3,Yes,1164.75
406,Yes,Cash Back,Postcard,Low,1,No,Low,3,1,4,Yes,952.75
407,Yes,Points,Postcard,Medium,1,No,Low,3,1,3,Yes,1146.5
408,Yes,Air Miles,Letter,Medium,2,No,Medium,1,1,2,Yes,767.5
409,Yes,Cash Back,Postcard,Low,3,No,High,1,1,2,No,992.75
410,Yes,Points,Postcard,Medium,1,No,Medium,1,1,2,No,685.25
411,Yes,Points,Letter,High,2,No,Low,1,2,3,Yes,643.0
412,Yes,Points,Letter,Medium,1,No,High,1,2,3,Yes,277.5
413,Yes,Air Miles,Letter,Low,2,No,Low,2,1,1,Yes,301.75
414,Yes,Points,Postcard,High,1,No,High,2,1,4,Yes,1067.5
415,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,1131.25
416,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,No,1240.5
417,Yes,Points,Postcard,Low,2,No,Medium,3,1,1,Yes,740.25
418,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,3,No,1183.75
419,Yes,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,1152.0
420,Yes,Points,Postcard,Medium,1,No,Low,3,2,2,Yes,1239.0
421,Yes,Cash Back,Postcard,Low,2,No,Medium,3,1,3,Yes,1038.0
422,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1315.25
423,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1003.25
424,Yes,Cash Back,Postcard,Medium,2,No,Low,1,2,3,No,1288.25
425,Yes,Points,Postcard,Low,1,Yes,Low,1,1,1,No,1296.5
426,Yes,Points,Letter,Medium,1,No,Low,3,1,5,Yes,1129.0
427,Yes,Cash Back,Postcard,High,2,No,Medium,1,1,3,No,954.5
428,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,4,Yes,1794.5
429,Yes,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,654.0
430,Yes,Points,Letter,Medium,1,No,Low,2,2,6,No,1130.75
431,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,2,Yes,1260.0
432,Yes,Points,Postcard,Medium,1,No,Low,1,1,4,Yes,991.5
433,Yes,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,1309.25
434,Yes,Points,Postcard,Low,1,No,Low,1,2,5,No,854.75
435,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,2,Yes,208.0
436,Yes,Cash Back,Postcard,High,1,Yes,Low,3,2,3,No,1118.75
437,Yes,Cash Back,Letter,Medium,1,No,Low,2,2,6,Yes,737.5
438,Yes,Points,Letter,Medium,1,No,Low,3,1,3,Yes,891.25
439,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,940.25
440,Yes,Air Miles,Letter,Low,1,No,High,2,1,5,Yes,794.0
441,Yes,Points,Letter,Low,1,No,Low,1,2,2,Yes,864.25
442,Yes,Points,Letter,High,1,No,High,2,1,5,Yes,244.75
443,Yes,Air Miles,Letter,Medium,1,No,Medium,3,1,5,No,1132.75
444,Yes,Points,Letter,Medium,2,No,Medium,2,1,4,Yes,980.25
445,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,4,No,1310.25
446,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,4,Yes,203.5
447,Yes,Cash Back,Postcard,Low,1,No,Medium,2,1,2,Yes,748.25
448,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,940.5
449,Yes,Air Miles,Letter,Medium,1,Yes,Medium,3,2,3,Yes,679.75
450,Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,1282.5
451,Yes,Air Miles,Letter,Medium,1,Yes,Medium,3,1,3,Yes,956.75
452,Yes,Air Miles,Postcard,Low,2,No,Low,2,1,4,Yes,1127.0
453,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,3,Yes,1257.75
454,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,896.75
455,Yes,Points,Postcard,Low,1,No,Low,2,2,2,Yes,704.5
456,Yes,Points,Postcard,Medium,1,No,High,2,1,4,Yes,726.5
457,Yes,Points,Postcard,Medium,1,No,Low,2,3,2,Yes,1113.5
458,Yes,Air Miles,Letter,Medium,1,No,Medium,2,2,2,No,1060.0
459,Yes,Points,Postcard,Low,1,No,Medium,2,1,3,Yes,698.5
460,Yes,Air Miles,Letter,Medium,1,No,Medium,1,1,5,No,885.75
461,Yes,Air Miles,Letter,High,1,No,Low,3,3,1,No,181.75
462,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,5,Yes,1277.0
463,Yes,Points,Postcard,Medium,1,No,Low,3,1,4,No,1227.5
464,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,5,No,874.5
465,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,211.25
466,Yes,Points,Letter,Medium,1,No,Low,3,1,1,No,1387.75
467,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,688.0
468,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,No,992.0
469,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,1,Yes,889.25
470,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,164.25
471,Yes,Air Miles,Postcard,High,1,Yes,Medium,2,1,2,Yes,916.5
472,Yes,Air Miles,Postcard,Low,1,No,Medium,3,2,5,Yes,1626.75
473,Yes,Points,Postcard,Low,1,No,Low,2,1,3,No,1052.75
474,Yes,Air Miles,Postcard,High,1,No,Low,2,1,3,No,1038.75
475,Yes,Air Miles,Postcard,Medium,2,No,Medium,2,1,4,Yes,745.5
476,Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,789.5
477,Yes,Points,Letter,Low,2,No,Medium,1,1,3,Yes,1052.5
478,Yes,Points,Letter,Low,2,No,Low,1,1,5,Yes,949.75
479,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,1,No,987.75
480,Yes,Points,Postcard,Medium,2,No,Low,2,1,3,Yes,986.25
481,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,No,1051.0
482,Yes,Air Miles,Postcard,Medium,1,No,High,2,2,6,Yes,1358.75
483,Yes,Points,Letter,Low,1,No,Medium,3,1,3,Yes,926.0
484,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,2,3,Yes,831.5
485,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,1,Yes,1106.5
486,Yes,Air Miles,Letter,Medium,1,No,Low,1,2,6,Yes,1073.5
487,Yes,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,939.0
488,Yes,Air Miles,Postcard,Low,3,No,Low,3,1,4,Yes,1312.0
489,Yes,Air Miles,Postcard,Low,2,No,Medium,1,1,1,Yes,1077.25
490,Yes,Points,Postcard,Low,1,Yes,Low,2,1,5,Yes,1167.0
491,Yes,Cash Back,Postcard,Medium,1,No,Low,2,2,4,Yes,869.25
492,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,No,1053.75
493,Yes,Air Miles,Postcard,High,1,No,High,1,1,4,No,871.5
494,Yes,Points,Letter,Low,1,No,Low,1,1,4,Yes,1193.25
495,Yes,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,915.75
496,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,3,Yes,652.0
497,Yes,Air Miles,Letter,Low,1,No,High,3,1,4,Yes,1262.25
498,Yes,Air Miles,Postcard,High,1,No,Low,3,1,5,Yes,666.5
499,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,931.25
500,Yes,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,707.0
501,Yes,Points,Postcard,Low,1,No,Low,2,1,2,Yes,1018.25
502,Yes,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,1003.0
503,Yes,Points,Letter,High,1,No,Low,3,1,3,No,190.5
504,Yes,Air Miles,Letter,Low,2,No,High,2,2,3,No,227.0
505,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,No,680.0
506,Yes,Air Miles,Letter,Medium,2,Yes,Low,3,1,3,Yes,622.25
507,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,5,Yes,246.25
508,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,4,No,1319.75
509,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,686.0
510,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,No,901.0
511,Yes,Air Miles,Postcard,Low,1,No,High,1,2,2,No,979.75
512,Yes,Air Miles,Postcard,Low,1,Yes,Low,3,1,3,Yes,718.25
513,Yes,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,1291.5
514,Yes,Cash Back,Postcard,Medium,1,No,Medium,1,2,4,Yes,1375.5
515,Yes,Points,Postcard,Medium,1,No,Medium,2,2,3,Yes,1195.5
516,Yes,Points,Postcard,Medium,1,Yes,Low,3,1,4,Yes,1441.25
517,Yes,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,735.0
518,Yes,Points,Postcard,Medium,1,No,Medium,2,2,3,No,1163.5
519,Yes,Points,Postcard,High,1,No,Medium,2,1,5,Yes,1283.0
520,Yes,Points,Postcard,Low,2,No,Low,2,1,6,Yes,867.5
521,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1191.0
522,Yes,Air Miles,Postcard,Medium,2,No,Low,3,1,4,Yes,1239.25
523,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,5,No,1206.0
524,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,652.5
525,Yes,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,1006.0
526,Yes,Points,Letter,Medium,2,No,Medium,2,2,5,Yes,284.25
527,Yes,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,No,837.5
528,Yes,Air Miles,Postcard,Medium,2,No,Low,1,1,4,No,1726.25
529,Yes,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,1176.25
530,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,184.25
531,Yes,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1212.75
532,Yes,Cash Back,Letter,Medium,2,No,Low,2,1,3,No,1066.75
533,Yes,Air Miles,Postcard,Low,2,No,Low,3,1,4,No,1220.25
534,Yes,Air Miles,Letter,Medium,2,No,Medium,3,2,3,No,967.0
535,Yes,Points,Postcard,High,2,Yes,Low,2,1,3,No,1010.25
536,Yes,Air Miles,Letter,Low,1,No,High,1,1,3,No,921.25
537,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1228.25
538,Yes,Air Miles,Postcard,Medium,1,No,Low,3,2,3,No,258.25
539,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,No,1074.0
540,Yes,Air Miles,Letter,Medium,1,No,Medium,2,2,5,No,1040.5
541,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,942.5
542,Yes,Points,Postcard,Low,1,No,Low,2,2,2,No,1145.25
543,Yes,Points,Postcard,Medium,1,No,Medium,1,2,3,No,120.75
544,Yes,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,910.0
545,Yes,Points,Letter,Medium,1,No,Low,3,1,2,Yes,1327.25
546,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,1094.5
547,Yes,Air Miles,Postcard,High,2,No,Low,1,1,3,Yes,1215.5
548,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,1145.25
549,Yes,Points,Postcard,Medium,1,No,Low,2,1,3,Yes,1047.0
550,Yes,Cash Back,Postcard,Low,1,No,Medium,1,2,5,No,1003.75
551,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,3,No,939.75
552,Yes,Cash Back,Postcard,Low,3,No,Low,3,1,2,Yes,1058.25
553,Yes,Air Miles,Postcard,Low,1,No,Low,1,2,3,Yes,1280.0
554,Yes,Points,Postcard,Medium,2,No,Medium,1,1,2,Yes,1216.25
555,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,5,Yes,1184.5
556,Yes,Points,Postcard,Medium,1,No,Low,1,1,3,Yes,791.75
557,Yes,Cash Back,Postcard,Medium,2,No,Low,3,1,3,Yes,876.0
558,Yes,Air Miles,Postcard,Low,1,Yes,High,1,1,4,Yes,1162.25
559,Yes,Points,Postcard,Low,1,Yes,Low,2,1,4,No,729.75
560,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1062.25
561,Yes,Points,Postcard,Medium,2,No,High,3,1,3,No,1065.25
562,Yes,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,1214.25
563,Yes,Air Miles,Postcard,Low,1,Yes,Medium,2,1,3,Yes,814.0
564,Yes,Cash Back,Postcard,Medium,1,No,Low,1,1,2,Yes,1049.75
565,Yes,Points,Postcard,Medium,1,No,High,3,1,3,Yes,802.5
566,Yes,Air Miles,Postcard,Low,2,No,Medium,3,1,3,Yes,1300.25
567,Yes,Points,Postcard,Medium,1,No,Medium,1,3,3,Yes,297.25
568,Yes,Air Miles,Postcard,Medium,2,No,Low,2,1,4,No,1203.0
569,Yes,Cash Back,Postcard,Medium,1,No,Low,1,3,4,No,1044.5
570,Yes,Points,Postcard,Low,1,Yes,Low,3,2,5,Yes,326.75
571,Yes,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,1041.75
572,Yes,Points,Postcard,Medium,1,No,Low,1,2,2,Yes,159.5
573,Yes,Air Miles,Postcard,Medium,2,Yes,Low,1,1,5,Yes,905.75
574,Yes,Air Miles,Postcard,High,1,No,Low,3,1,2,Yes,1152.5
575,Yes,Air Miles,Postcard,Low,1,Yes,Low,3,1,1,Yes,260.25
576,Yes,Air Miles,Postcard,Low,2,No,Low,2,1,4,No,1082.0
577,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,3,Yes,1305.5
578,Yes,Points,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,172.0
579,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,2,Yes,800.5
580,Yes,Air Miles,Postcard,Low,1,No,Medium,3,2,3,Yes,978.5
581,Yes,Cash Back,Letter,Medium,1,No,Low,1,1,5,No,1141.0
582,Yes,Points,Letter,Medium,1,No,Medium,2,1,3,Yes,1346.75
583,Yes,Cash Back,Letter,Low,1,No,Low,3,1,5,Yes,260.0
584,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,771.75
585,Yes,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1216.0
586,Yes,Points,Postcard,High,2,No,Low,1,2,2,Yes,396.25
587,Yes,Points,Postcard,High,2,No,Low,2,1,5,Yes,370.0
588,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,5,No,1085.75
589,Yes,Cash Back,Postcard,Medium,1,Yes,Medium,2,1,3,Yes,1141.25
590,Yes,Air Miles,Letter,Low,1,No,Medium,1,1,3,No,1280.5
591,Yes,Cash Back,Letter,Medium,1,No,Low,3,1,3,No,1014.0
592,Yes,Air Miles,Postcard,Low,2,Yes,Low,2,1,3,Yes,393.0
593,Yes,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,351.75
594,Yes,Points,Postcard,High,1,Yes,Low,1,1,3,Yes,749.5
595,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,2,No,944.75
596,Yes,Points,Letter,Low,1,No,Low,2,2,3,No,247.25
597,Yes,Air Miles,Letter,Medium,1,No,Medium,2,1,5,Yes,224.5
598,Yes,Air Miles,Letter,Low,2,No,Low,1,1,4,No,1092.5
599,Yes,Air Miles,Letter,Medium,2,No,Low,1,1,4,Yes,1230.5
600,Yes,Air Miles,Postcard,Medium,1,No,Low,3,1,2,Yes,972.5
601,Yes,Cash Back,Postcard,Medium,1,Yes,Low,2,2,4,No,898.0
602,Yes,Points,Postcard,Low,1,No,High,2,1,2,Yes,1344.75
603,Yes,Cash Back,Postcard,High,1,No,Medium,3,1,4,Yes,1175.25
604,Yes,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,1253.5
605,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,2,2,2,No,771.5
606,Yes,Points,Letter,Medium,1,No,Low,2,2,2,Yes,1198.25
607,Yes,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,1160.25
608,Yes,Air Miles,Postcard,Medium,1,Yes,Low,2,1,6,No,180.25
609,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,5,Yes,1019.25
610,Yes,Air Miles,Postcard,Medium,2,No,Low,3,1,4,No,1295.5
611,Yes,Points,Postcard,Low,1,No,Low,3,1,3,No,1095.75
612,Yes,Points,Postcard,Medium,2,No,Medium,1,1,1,Yes,312.75
613,Yes,Cash Back,Postcard,High,1,Yes,Low,1,2,4,Yes,1029.75
614,Yes,Points,Postcard,High,1,Yes,Medium,2,1,3,No,197.75
615,Yes,Air Miles,Letter,Low,1,Yes,Medium,3,1,3,Yes,966.25
616,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,5,Yes,1797.0
617,Yes,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,1114.25
618,Yes,Air Miles,Letter,Medium,1,No,High,2,2,4,No,225.0
619,Yes,Points,Postcard,Low,2,No,High,1,1,2,No,689.75
620,Yes,Points,Letter,Low,1,Yes,Low,3,1,4,Yes,1129.0
621,Yes,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1066.75
622,Yes,Air Miles,Letter,Medium,1,No,Medium,1,1,4,No,165.0
623,Yes,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,922.75
624,Yes,Points,Postcard,Low,1,Yes,Low,2,1,3,No,778.25
625,Yes,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1317.0
626,Yes,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,1033.75
627,Yes,Points,Letter,Low,1,No,Low,2,1,5,Yes,1263.25
628,Yes,Cash Back,Postcard,High,1,No,Medium,2,1,4,No,275.25
629,Yes,Cash Back,Postcard,Medium,2,No,Low,2,1,4,No,742.0
630,Yes,Cash Back,Letter,Medium,2,No,Low,3,1,3,Yes,1241.5
631,Yes,Air Miles,Letter,Medium,1,No,Low,3,2,5,No,867.0
632,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,1709.75
633,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,6,Yes,267.75
634,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,1,Yes,686.25
635,Yes,Air Miles,Postcard,Medium,2,No,High,3,1,4,No,250.5
636,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,1,Yes,1284.75
637,Yes,Points,Letter,Low,1,No,Low,3,1,4,No,376.5
638,Yes,Cash Back,Postcard,Medium,1,No,Low,2,1,2,No,701.5
639,Yes,Cash Back,Postcard,Low,2,No,Low,1,1,2,Yes,966.0
640,Yes,Air Miles,Postcard,Medium,1,Yes,Low,3,2,4,Yes,593.25
641,Yes,Air Miles,Letter,Medium,1,No,Low,2,1,5,No,922.75
642,Yes,Air Miles,Postcard,Medium,1,No,Low,2,1,2,No,957.5
643,Yes,Cash Back,Postcard,Low,2,No,Medium,2,1,3,Yes,1040.75
644,Yes,Points,Letter,Medium,2,No,Medium,2,1,4,Yes,311.0
645,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,2,2,4,No,673.25
646,Yes,Air Miles,Postcard,Medium,1,Yes,Low,1,1,2,No,1249.5
647,Yes,Cash Back,Letter,Medium,1,No,Low,2,2,2,Yes,964.5
648,Yes,Points,Letter,Low,1,No,Low,1,1,2,Yes,1303.75
649,Yes,Points,Postcard,Low,1,No,Low,3,1,3,No,345.0
650,Yes,Air Miles,Postcard,Low,1,No,Medium,3,1,4,Yes,1253.75
651,Yes,Air Miles,Postcard,High,1,No,Medium,1,2,4,Yes,1188.5
652,Yes,Cash Back,Postcard,Low,1,No,Low,1,1,3,No,1135.0
653,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,4,Yes,970.0
654,Yes,Cash Back,Postcard,Low,2,Yes,Medium,3,1,4,No,971.5
655,Yes,Air Miles,Postcard,Medium,1,No,Low,2,2,5,Yes,1598.0
656,Yes,Points,Postcard,Medium,1,No,Medium,2,1,2,Yes,1116.75
657,Yes,Cash Back,Postcard,Low,1,No,Medium,2,1,5,No,1018.75
658,Yes,Air Miles,Postcard,Medium,1,Yes,Low,3,1,5,Yes,1207.0
659,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,114.5
660,Yes,Air Miles,Letter,Low,2,No,Medium,2,1,3,Yes,669.25
661,Yes,Air Miles,Postcard,Low,1,No,Low,1,1,5,Yes,1086.0
662,Yes,Points,Postcard,Medium,1,Yes,Low,1,1,4,Yes,1082.75
663,Yes,Points,Postcard,Medium,2,No,Medium,2,1,4,No,992.75
664,Yes,Cash Back,Letter,Medium,1,No,Low,2,3,3,Yes,1400.75
665,Yes,Cash Back,Letter,Low,1,No,Low,2,1,4,No,1080.0
666,Yes,Cash Back,Postcard,Low,2,No,Low,3,1,5,Yes,1163.25
667,Yes,Cash Back,Postcard,Low,1,No,Medium,3,1,3,No,954.5
668,Yes,Air Miles,Postcard,Low,2,No,Low,2,2,4,Yes,735.5
669,Yes,Air Miles,Letter,Low,1,No,Low,2,2,4,Yes,1258.0
670,Yes,Points,Letter,Medium,1,No,Low,3,1,4,Yes,1011.0
671,Yes,Air Miles,Postcard,Medium,1,No,High,3,1,4,No,909.0
672,Yes,Points,Postcard,Medium,1,No,Medium,1,1,3,Yes,1318.5
673,Yes,Air Miles,Letter,High,2,No,Low,2,1,5,No,813.5
674,Yes,Points,Postcard,Low,1,Yes,Low,1,1,4,Yes,1135.75
675,Yes,Points,Letter,High,2,No,Low,2,1,3,Yes,1125.0
676,Yes,Cash Back,Postcard,Low,1,No,Medium,1,2,2,Yes,1179.75
677,Yes,Air Miles,Postcard,Medium,1,No,High,1,1,3,Yes,866.5
678,Yes,Cash Back,Postcard,Low,2,No,Medium,3,1,5,Yes,181.25
679,Yes,Cash Back,Postcard,Low,1,No,Low,2,1,3,No,823.5
680,Yes,Points,Postcard,Low,1,No,Low,3,1,2,Yes,955.5
681,Yes,Air Miles,Postcard,Medium,2,No,High,3,2,3,Yes,1112.25
682,Yes,Points,Letter,High,3,Yes,Low,1,2,2,Yes,1054.0
683,Yes,Air Miles,Postcard,Low,1,No,Low,3,1,4,Yes,1348.25
684,Yes,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,1220.25
685,Yes,Points,Postcard,Medium,2,No,High,1,1,3,Yes,302.0
686,Yes,Points,Postcard,Low,1,No,Low,1,1,3,No,1293.0
687,Yes,Points,Postcard,High,1,No,Low,1,2,3,No,1332.5
