,Offer Accepted,Reward,Mailer Type,Income Level,Credit Rating,# Credit Cards Held,Household Size
531,Yes,Air Miles,Postcard,High,Low,1,5
532,Yes,Cash Back,Letter,Medium,Low,2,3
533,Yes,Air Miles,Postcard,Low,Low,3,4
534,Yes,Air Miles,Letter,Medium,Medium,3,3
535,Yes,Points,Postcard,High,Low,2,3
536,Yes,Air Miles,Letter,Low,High,1,3
537,Yes,Cash Back,Postcard,Medium,Low,2,4
538,Yes,Air Miles,Postcard,Medium,Low,3,3
539,Yes,Air Miles,Letter,Low,Medium,2,3
540,Yes,Air Miles,Letter,Medium,Medium,2,5
541,Yes,Air Miles,Postcard,Low,Low,1,3
542,Yes,Points,Postcard,Low,Low,2,2
543,Yes,Points,Postcard,Medium,Medium,1,3
544,Yes,Points,Letter,Low,Medium,2,4
545,Yes,Points,Letter,Medium,Low,3,2
546,Yes,Cash Back,Postcard,Medium,Low,2,2
547,Yes,Air Miles,Postcard,High,Low,1,3
548,Yes,Air Miles,Postcard,Medium,Low,1,2
549,Yes,Points,Postcard,Medium,Low,2,3
550,Yes,Cash Back,Postcard,Low,Medium,1,5
551,Yes,Air Miles,Postcard,Medium,Low,1,3
552,Yes,Cash Back,Postcard,Low,Low,3,2
553,Yes,Air Miles,Postcard,Low,Low,1,3
554,Yes,Points,Postcard,Medium,Medium,1,2
555,Yes,Air Miles,Postcard,Medium,Medium,1,5
556,Yes,Points,Postcard,Medium,Low,1,3
557,Yes,Cash Back,Postcard,Medium,Low,3,3
558,Yes,Air Miles,Postcard,Low,High,1,4
559,Yes,Points,Postcard,Low,Low,2,4
560,Yes,Air Miles,Postcard,Low,Low,3,3
561,Yes,Points,Postcard,Medium,High,3,3
562,Yes,Air Miles,Postcard,Medium,High,2,5
563,Yes,Air Miles,Postcard,Low,Medium,2,3
564,Yes,Cash Back,Postcard,Medium,Low,1,2
565,Yes,Points,Postcard,Medium,High,3,3
566,Yes,Air Miles,Postcard,Low,Medium,3,3
567,Yes,Points,Postcard,Medium,Medium,1,3
568,Yes,Air Miles,Postcard,Medium,Low,2,4
569,Yes,Cash Back,Postcard,Medium,Low,1,4
570,Yes,Points,Postcard,Low,Low,3,5
571,Yes,Air Miles,Letter,Medium,Low,1,4
572,Yes,Points,Postcard,Medium,Low,1,2
573,Yes,Air Miles,Postcard,Medium,Low,1,5
574,Yes,Air Miles,Postcard,High,Low,3,2
575,Yes,Air Miles,Postcard,Low,Low,3,1
576,Yes,Air Miles,Postcard,Low,Low,2,4
577,Yes,Air Miles,Postcard,Low,Low,3,3
578,Yes,Points,Postcard,Medium,Medium,2,3
579,Yes,Air Miles,Postcard,Medium,Low,1,2
580,Yes,Air Miles,Postcard,Low,Medium,3,3
581,Yes,Cash Back,Letter,Medium,Low,1,5
582,Yes,Points,Letter,Medium,Medium,2,3
583,Yes,Cash Back,Letter,Low,Low,3,5
584,Yes,Air Miles,Letter,Low,Medium,2,3
585,Yes,Air Miles,Postcard,Medium,Low,1,4
586,Yes,Points,Postcard,High,Low,1,2
587,Yes,Points,Postcard,High,Low,2,5
588,Yes,Air Miles,Postcard,Medium,Low,2,5
589,Yes,Cash Back,Postcard,Medium,Medium,2,3
590,Yes,Air Miles,Letter,Low,Medium,1,3
591,Yes,Cash Back,Letter,Medium,Low,3,3
592,Yes,Air Miles,Postcard,Low,Low,2,3
593,Yes,Air Miles,Postcard,Low,Low,2,3
594,Yes,Points,Postcard,High,Low,1,3
595,Yes,Cash Back,Postcard,Low,Low,1,2
596,Yes,Points,Letter,Low,Low,2,3
597,Yes,Air Miles,Letter,Medium,Medium,2,5
598,Yes,Air Miles,Letter,Low,Low,1,4
599,Yes,Air Miles,Letter,Medium,Low,1,4
600,Yes,Air Miles,Postcard,Medium,Low,3,2
601,Yes,Cash Back,Postcard,Medium,Low,2,4
602,Yes,Points,Postcard,Low,High,2,2
603,Yes,Cash Back,Postcard,High,Medium,3,4
604,Yes,Cash Back,Postcard,Low,Low,1,3
605,Yes,Air Miles,Postcard,Medium,Medium,2,2
606,Yes,Points,Letter,Medium,Low,2,2
607,Yes,Air Miles,Letter,Medium,High,1,3
608,Yes,Air Miles,Postcard,Medium,Low,2,6
609,Yes,Air Miles,Postcard,Low,Low,3,5
610,Yes,Air Miles,Postcard,Medium,Low,3,4
611,Yes,Points,Postcard,Low,Low,3,3
612,Yes,Points,Postcard,Medium,Medium,1,1
613,Yes,Cash Back,Postcard,High,Low,1,4
614,Yes,Points,Postcard,High,Medium,2,3
615,Yes,Air Miles,Letter,Low,Medium,3,3
616,Yes,Air Miles,Letter,Low,Medium,2,5
617,Yes,Cash Back,Postcard,Low,Low,1,3
618,Yes,Air Miles,Letter,Medium,High,2,4
619,Yes,Points,Postcard,Low,High,1,2
620,Yes,Points,Letter,Low,Low,3,4
621,Yes,Points,Postcard,Low,Medium,2,5
622,Yes,Air Miles,Letter,Medium,Medium,1,4
623,Yes,Points,Postcard,Medium,Low,2,2
624,Yes,Points,Postcard,Low,Low,2,3
625,Yes,Points,Letter,Medium,Low,1,4
626,Yes,Air Miles,Postcard,Low,High,2,4
627,Yes,Points,Letter,Low,Low,2,5
628,Yes,Cash Back,Postcard,High,Medium,2,4
629,Yes,Cash Back,Postcard,Medium,Low,2,4
630,Yes,Cash Back,Letter,Medium,Low,3,3
631,Yes,Air Miles,Letter,Medium,Low,3,5
632,Yes,Air Miles,Postcard,Medium,Medium,1,4
633,Yes,Air Miles,Letter,Low,Medium,2,6
634,Yes,Air Miles,Postcard,Medium,Medium,1,1
635,Yes,Air Miles,Postcard,Medium,High,3,4
636,Yes,Cash Back,Postcard,Low,Low,2,1
637,Yes,Points,Letter,Low,Low,3,4
638,Yes,Cash Back,Postcard,Medium,Low,2,2
639,Yes,Cash Back,Postcard,Low,Low,1,2
640,Yes,Air Miles,Postcard,Medium,Low,3,4
641,Yes,Air Miles,Letter,Medium,Low,2,5
642,Yes,Air Miles,Postcard,Medium,Low,2,2
643,Yes,Cash Back,Postcard,Low,Medium,2,3
644,Yes,Points,Letter,Medium,Medium,2,4
645,Yes,Air Miles,Postcard,Medium,Medium,2,4
646,Yes,Air Miles,Postcard,Medium,Low,1,2
647,Yes,Cash Back,Letter,Medium,Low,2,2
648,Yes,Points,Letter,Low,Low,1,2
649,Yes,Points,Postcard,Low,Low,3,3
650,Yes,Air Miles,Postcard,Low,Medium,3,4
651,Yes,Air Miles,Postcard,High,Medium,1,4
652,Yes,Cash Back,Postcard,Low,Low,1,3
653,Yes,Air Miles,Postcard,Low,Medium,1,4
654,Yes,Cash Back,Postcard,Low,Medium,3,4
655,Yes,Air Miles,Postcard,Medium,Low,2,5
656,Yes,Points,Postcard,Medium,Medium,2,2
657,Yes,Cash Back,Postcard,Low,Medium,2,5
658,Yes,Air Miles,Postcard,Medium,Low,3,5
659,Yes,Air Miles,Postcard,Medium,Medium,2,4
660,Yes,Air Miles,Letter,Low,Medium,2,3
661,Yes,Air Miles,Postcard,Low,Low,1,5
662,Yes,Points,Postcard,Medium,Low,1,4
663,Yes,Points,Postcard,Medium,Medium,2,4
664,Yes,Cash Back,Letter,Medium,Low,2,3
665,Yes,Cash Back,Letter,Low,Low,2,4
666,Yes,Cash Back,Postcard,Low,Low,3,5
667,Yes,Cash Back,Postcard,Low,Medium,3,3
668,Yes,Air Miles,Postcard,Low,Low,2,4
669,Yes,Air Miles,Letter,Low,Low,2,4
670,Yes,Points,Letter,Medium,Low,3,4
671,Yes,Air Miles,Postcard,Medium,High,3,4
672,Yes,Points,Postcard,Medium,Medium,1,3
673,Yes,Air Miles,Letter,High,Low,2,5
674,Yes,Points,Postcard,Low,Low,1,4
675,Yes,Points,Letter,High,Low,2,3
676,Yes,Cash Back,Postcard,Low,Medium,1,2
677,Yes,Air Miles,Postcard,Medium,High,1,3
678,Yes,Cash Back,Postcard,Low,Medium,3,5
679,Yes,Cash Back,Postcard,Low,Low,2,3
680,Yes,Points,Postcard,Low,Low,3,2
681,Yes,Air Miles,Postcard,Medium,High,3,3
682,Yes,Points,Letter,High,Low,1,2
683,Yes,Air Miles,Postcard,Low,Low,3,4
684,Yes,Points,Postcard,Medium,Low,1,3
685,Yes,Points,Postcard,Medium,High,1,3
686,Yes,Points,Postcard,Low,Low,1,3
687,Yes,Points,Postcard,High,Low,1,3
688,Yes,Air Miles,Postcard,Low,Low,3,5
689,Yes,Points,Postcard,Medium,Medium,1,2
690,Yes,Cash Back,Postcard,Medium,Low,1,2
691,Yes,Points,Postcard,Medium,Medium,2,3
692,Yes,Cash Back,Postcard,Medium,Low,1,4
693,Yes,Points,Letter,High,High,2,5
694,Yes,Points,Postcard,Low,Medium,2,6
695,Yes,Air Miles,Letter,Medium,Low,3,3
696,Yes,Air Miles,Letter,Medium,Low,3,2
697,Yes,Points,Postcard,Low,Low,2,5
698,Yes,Air Miles,Postcard,High,High,3,5
699,Yes,Points,Postcard,Low,Low,1,2
700,Yes,Air Miles,Letter,Low,Medium,2,2
701,Yes,Points,Letter,Medium,High,2,2
702,Yes,Points,Postcard,Low,Low,3,4
703,Yes,Points,Letter,Low,High,3,3
704,Yes,Air Miles,Postcard,Medium,Medium,3,4
705,Yes,Points,Postcard,Low,Low,2,5
706,Yes,Air Miles,Postcard,Low,Medium,1,1
707,Yes,Points,Postcard,Medium,Low,1,3
708,Yes,Points,Letter,Medium,Low,2,3
709,Yes,Air Miles,Postcard,Low,Low,2,4
710,Yes,Points,Letter,Low,Low,1,5
711,Yes,Points,Letter,Medium,Medium,1,5
712,Yes,Points,Letter,Medium,Low,2,3
713,Yes,Air Miles,Letter,Medium,Low,1,3
714,Yes,Air Miles,Postcard,High,Low,2,5
715,Yes,Points,Letter,Medium,Medium,1,3
716,Yes,Air Miles,Letter,High,Low,1,1
717,Yes,Cash Back,Postcard,Medium,Low,2,4
718,Yes,Points,Letter,High,Low,2,3
719,Yes,Points,Postcard,High,Low,1,3
720,Yes,Points,Postcard,Medium,Medium,3,4
721,Yes,Cash Back,Postcard,Medium,Low,2,4
722,Yes,Air Miles,Postcard,Medium,Medium,2,3
723,Yes,Air Miles,Postcard,High,Medium,3,2
724,Yes,Cash Back,Postcard,Medium,Low,1,2
725,Yes,Cash Back,Postcard,High,Low,1,4
726,Yes,Cash Back,Postcard,High,Low,3,3
727,Yes,Points,Letter,Low,Low,2,2
728,Yes,Cash Back,Postcard,Low,Low,1,3
729,Yes,Points,Letter,High,Low,2,3
730,Yes,Cash Back,Postcard,Medium,Low,2,2
731,Yes,Cash Back,Letter,Low,Low,3,4
732,Yes,Cash Back,Letter,Medium,Low,2,4
733,Yes,Points,Letter,Low,Low,3,5
734,Yes,Air Miles,Postcard,High,Medium,2,5
735,Yes,Air Miles,Postcard,High,Medium,2,5
736,Yes,Air Miles,Postcard,Low,Low,1,3
737,Yes,Cash Back,Postcard,Low,Medium,1,3
738,Yes,Cash Back,Letter,Low,Low,2,3
739,Yes,Air Miles,Letter,Medium,Low,2,4
740,Yes,Air Miles,Postcard,Medium,Medium,2,4
741,Yes,Cash Back,Postcard,Medium,Low,2,2
742,Yes,Air Miles,Letter,Medium,Low,3,5
743,Yes,Air Miles,Postcard,Medium,High,1,4
744,Yes,Cash Back,Postcard,Medium,Low,2,3
745,Yes,Points,Letter,Medium,Low,2,4
746,Yes,Air Miles,Postcard,High,Low,2,3
747,Yes,Points,Letter,Medium,Medium,3,4
748,Yes,Cash Back,Postcard,Low,Low,2,4
749,Yes,Cash Back,Letter,Low,Low,3,1
750,Yes,Air Miles,Postcard,Low,Low,2,1
751,Yes,Air Miles,Letter,Low,High,1,4
752,Yes,Air Miles,Postcard,Medium,Low,2,4
753,Yes,Cash Back,Letter,Low,Low,2,2
754,Yes,Cash Back,Letter,Low,High,1,4
755,Yes,Cash Back,Postcard,Low,Low,1,5
756,Yes,Air Miles,Letter,Low,Medium,2,3
757,Yes,Air Miles,Letter,Low,High,2,2
758,Yes,Air Miles,Letter,Medium,Medium,1,4
759,Yes,Air Miles,Letter,Medium,High,3,4
760,Yes,Air Miles,Letter,Medium,Low,1,4
761,Yes,Points,Postcard,Low,Low,1,3
762,Yes,Points,Postcard,High,Low,1,3
763,Yes,Air Miles,Letter,Low,Medium,2,2
764,Yes,Air Miles,Postcard,High,Low,2,4
765,Yes,Air Miles,Letter,Medium,Low,3,4
766,Yes,Points,Postcard,Medium,Medium,1,4
767,Yes,Air Miles,Postcard,Medium,High,1,3
768,Yes,Points,Letter,High,Low,1,6
769,Yes,Air Miles,Letter,Medium,Low,1,3
770,Yes,Air Miles,Postcard,Medium,Medium,1,3
771,Yes,Air Miles,Letter,Medium,Low,2,5
772,Yes,Air Miles,Postcard,Medium,Low,3,4
773,Yes,Cash Back,Postcard,Medium,Low,1,4
774,Yes,Cash Back,Letter,Low,Medium,2,5
775,Yes,Points,Letter,Medium,High,2,3
776,Yes,Points,Postcard,Low,Medium,1,4
777,Yes,Cash Back,Letter,Low,Low,1,3
778,Yes,Cash Back,Letter,Low,Low,3,4
779,Yes,Points,Postcard,Medium,Medium,1,1
780,Yes,Points,Postcard,Medium,High,3,3
781,Yes,Points,Postcard,Medium,Low,1,6
782,Yes,Points,Postcard,Low,Medium,2,4
783,Yes,Air Miles,Postcard,Medium,High,3,4
784,Yes,Air Miles,Postcard,High,Low,2,4
785,Yes,Air Miles,Postcard,High,High,2,3
786,Yes,Cash Back,Postcard,Medium,Low,2,2
787,Yes,Air Miles,Letter,Medium,High,1,4
788,Yes,Air Miles,Letter,Low,Medium,3,4
789,Yes,Points,Postcard,Medium,Low,2,4
790,Yes,Points,Postcard,Medium,Low,2,3
791,Yes,Cash Back,Letter,Low,Low,1,5
792,Yes,Cash Back,Postcard,Low,Medium,3,4
793,Yes,Air Miles,Letter,Medium,Low,1,1
794,Yes,Air Miles,Postcard,Low,Low,2,3
795,Yes,Points,Postcard,Medium,Low,2,2
796,Yes,Air Miles,Letter,High,Medium,2,3
797,Yes,Points,Postcard,Medium,Low,2,2
798,Yes,Air Miles,Postcard,Low,Low,2,1
799,Yes,Points,Postcard,Medium,Low,2,1
800,Yes,Air Miles,Postcard,Medium,Low,2,4
801,Yes,Air Miles,Postcard,High,Low,2,4
802,Yes,Points,Postcard,Low,Low,1,3
803,Yes,Air Miles,Letter,Low,Low,1,4
804,Yes,Points,Postcard,Medium,Low,2,4
805,Yes,Points,Postcard,Low,Low,1,5
806,Yes,Air Miles,Postcard,Medium,Low,3,4
807,Yes,Points,Postcard,Medium,Low,2,3
808,Yes,Points,Postcard,Low,Medium,3,1
809,Yes,Air Miles,Postcard,Medium,Low,3,2
810,Yes,Cash Back,Postcard,Low,Low,2,2
811,Yes,Air Miles,Postcard,Medium,Low,1,3
812,Yes,Points,Postcard,Medium,Medium,3,4
813,Yes,Air Miles,Postcard,Medium,High,1,3
814,Yes,Points,Postcard,Medium,High,2,5
815,Yes,Points,Letter,Medium,Low,2,4
816,Yes,Air Miles,Postcard,High,Medium,1,5
817,Yes,Cash Back,Letter,Medium,Low,2,1
818,Yes,Air Miles,Postcard,Low,Low,2,3
819,Yes,Points,Letter,Low,Low,2,3
820,Yes,Points,Letter,Low,Low,1,3
821,Yes,Points,Letter,Medium,Low,1,3
822,Yes,Air Miles,Postcard,Medium,Low,2,2
823,Yes,Cash Back,Letter,Medium,Low,1,3
824,Yes,Points,Letter,Medium,Low,3,3
825,Yes,Cash Back,Postcard,Low,Low,2,5
826,Yes,Cash Back,Postcard,Medium,Low,2,4
827,Yes,Points,Letter,Medium,Low,2,3
828,Yes,Points,Postcard,Low,Low,2,5
829,Yes,Air Miles,Postcard,Medium,Low,1,3
830,Yes,Air Miles,Letter,Medium,Low,1,2
831,Yes,Points,Postcard,High,Medium,2,3
832,Yes,Air Miles,Postcard,High,Low,2,3
833,Yes,Air Miles,Postcard,High,Low,1,3
834,Yes,Air Miles,Postcard,Medium,Low,1,3
835,Yes,Points,Postcard,Low,High,1,2
836,Yes,Air Miles,Postcard,Low,High,2,4
837,Yes,Air Miles,Postcard,Medium,Low,2,2
838,Yes,Air Miles,Postcard,Medium,Low,1,2
839,Yes,Air Miles,Postcard,Medium,Medium,1,4
840,Yes,Air Miles,Postcard,High,High,2,5
841,Yes,Air Miles,Postcard,High,Medium,3,2
842,Yes,Cash Back,Letter,Low,Low,1,5
843,Yes,Air Miles,Postcard,Medium,Low,2,3
844,Yes,Points,Letter,Medium,Medium,2,4
845,Yes,Air Miles,Postcard,Low,Low,3,3
846,Yes,Points,Postcard,Medium,Low,3,2
847,Yes,Cash Back,Postcard,Low,High,3,4
848,Yes,Cash Back,Postcard,Low,Low,1,4
849,Yes,Points,Postcard,Medium,Low,3,4
850,Yes,Cash Back,Letter,High,Low,2,4
851,Yes,Air Miles,Postcard,Medium,Low,1,2
852,Yes,Points,Postcard,Medium,Low,2,5
853,Yes,Points,Postcard,High,High,3,2
854,Yes,Points,Postcard,Low,Low,2,4
855,Yes,Points,Letter,Medium,Medium,2,2
856,Yes,Cash Back,Postcard,Medium,Low,2,4
857,Yes,Air Miles,Postcard,Low,Low,3,3
858,Yes,Air Miles,Postcard,High,Low,2,4
859,Yes,Air Miles,Postcard,Low,High,2,5
860,Yes,Points,Postcard,Low,Medium,2,4
861,Yes,Air Miles,Postcard,Low,Low,1,3
862,Yes,Points,Postcard,Medium,Medium,1,3
863,Yes,Air Miles,Letter,Low,Low,1,3
864,Yes,Air Miles,Postcard,Medium,Medium,2,4
865,Yes,Points,Postcard,Low,Medium,2,5
866,Yes,Air Miles,Postcard,Medium,Medium,1,1
867,Yes,Air Miles,Postcard,Low,Medium,2,3
868,Yes,Points,Postcard,High,Low,1,5
869,Yes,Cash Back,Letter,Low,High,2,4
870,Yes,Points,Letter,Low,Low,2,1
871,Yes,Points,Postcard,Medium,Medium,2,4
872,Yes,Air Miles,Letter,Medium,Low,2,2
873,Yes,Air Miles,Postcard,High,High,2,4
874,Yes,Points,Postcard,Medium,Low,3,4
875,Yes,Air Miles,Postcard,Medium,Low,3,4
876,Yes,Points,Postcard,Low,Low,2,4
877,Yes,Points,Postcard,Medium,Low,1,3
878,Yes,Air Miles,Postcard,High,Low,1,4
879,Yes,Points,Postcard,Low,Medium,3,4
880,Yes,Air Miles,Postcard,Medium,High,1,3
881,Yes,Points,Postcard,Medium,Low,1,4
882,Yes,Points,Postcard,Medium,Medium,2,4
883,Yes,Air Miles,Postcard,Medium,Medium,3,4
884,Yes,Air Miles,Postcard,High,Low,1,3
885,Yes,Points,Letter,Medium,Low,3,3
886,Yes,Air Miles,Postcard,High,Low,3,3
887,Yes,Points,Postcard,Low,Low,1,3
888,Yes,Air Miles,Postcard,Medium,Low,1,5
889,Yes,Points,Letter,Medium,Low,1,3
890,Yes,Cash Back,Letter,Low,Low,1,5
891,Yes,Air Miles,Letter,High,High,2,2
892,Yes,Points,Postcard,Medium,Medium,1,3
893,Yes,Cash Back,Postcard,Low,Low,1,3
894,Yes,Points,Postcard,Low,Low,2,4
895,Yes,Points,Letter,Low,Low,1,3
896,Yes,Points,Postcard,High,Medium,1,3
897,Yes,Air Miles,Postcard,High,Low,1,5
898,Yes,Points,Postcard,Medium,Low,2,5
899,Yes,Air Miles,Letter,Medium,Medium,3,4
900,Yes,Points,Postcard,High,Low,1,4
901,Yes,Cash Back,Postcard,High,Low,1,3
902,Yes,Points,Postcard,Medium,High,2,4
903,Yes,Cash Back,Postcard,Medium,Low,2,3
904,Yes,Points,Postcard,Low,Low,1,4
905,Yes,Air Miles,Postcard,Low,Low,3,3
906,Yes,Cash Back,Postcard,Medium,Medium,2,3
907,Yes,Points,Postcard,High,Low,2,6
908,Yes,Cash Back,Postcard,High,Low,2,3
909,Yes,Air Miles,Postcard,Medium,Low,1,3
910,Yes,Air Miles,Postcard,High,Low,1,2
911,Yes,Points,Letter,Low,Medium,3,3
912,Yes,Points,Postcard,Medium,Low,1,2
913,Yes,Points,Letter,High,Low,2,3
914,Yes,Air Miles,Postcard,Low,High,2,4
915,Yes,Cash Back,Postcard,Low,Medium,2,4
916,Yes,Points,Letter,Medium,Medium,1,5
917,Yes,Air Miles,Letter,High,Medium,2,3
918,Yes,Air Miles,Postcard,Low,High,2,2
919,Yes,Points,Letter,High,Low,2,3
920,Yes,Points,Postcard,High,Medium,1,3
921,Yes,Air Miles,Letter,Low,Medium,1,4
922,Yes,Air Miles,Letter,Low,Medium,2,5
923,Yes,Air Miles,Letter,Medium,Low,2,3
924,Yes,Air Miles,Postcard,Medium,High,3,3
925,Yes,Cash Back,Postcard,Low,Low,1,4
926,Yes,Points,Postcard,Medium,Low,1,2
927,Yes,Points,Postcard,Medium,High,1,3
928,Yes,Air Miles,Postcard,Medium,Medium,2,4
929,Yes,Air Miles,Postcard,Medium,Low,2,4
930,Yes,Air Miles,Postcard,Low,Low,1,4
931,Yes,Cash Back,Postcard,Low,Low,1,4
932,Yes,Air Miles,Postcard,Low,Medium,2,6
933,Yes,Air Miles,Postcard,Medium,Medium,1,5
934,Yes,Cash Back,Letter,Low,Low,2,4
935,Yes,Points,Letter,Low,Medium,2,3
936,Yes,Points,Postcard,High,High,2,4
937,Yes,Cash Back,Postcard,Medium,Low,3,3
938,Yes,Air Miles,Postcard,High,Medium,1,4
939,Yes,Cash Back,Postcard,Medium,Low,2,6
940,Yes,Cash Back,Postcard,Medium,Low,1,3
941,Yes,Air Miles,Postcard,Medium,High,1,4
942,Yes,Cash Back,Postcard,Medium,Low,2,4
943,Yes,Air Miles,Letter,Low,Low,1,4
944,Yes,Air Miles,Letter,Medium,Low,2,4
945,Yes,Air Miles,Postcard,Low,Low,3,2
946,Yes,Points,Letter,High,Low,3,4
947,Yes,Air Miles,Postcard,Low,Medium,1,3
948,Yes,Air Miles,Postcard,Low,Low,1,3
949,Yes,Points,Postcard,High,Low,1,4
950,Yes,Points,Postcard,Medium,Low,3,4
951,Yes,Points,Letter,Low,Low,1,6
952,Yes,Points,Postcard,Medium,Low,2,4
953,Yes,Cash Back,Postcard,Medium,Low,1,1
954,Yes,Air Miles,Postcard,High,High,2,2
955,Yes,Air Miles,Postcard,High,Medium,3,2
956,Yes,Air Miles,Postcard,Medium,Medium,1,5
957,Yes,Cash Back,Postcard,High,Low,1,3
958,Yes,Air Miles,Postcard,Low,High,2,3
959,Yes,Points,Postcard,Low,Low,1,2
960,Yes,Air Miles,Letter,Medium,Low,1,4
961,Yes,Points,Postcard,Low,Low,2,6
962,Yes,Points,Postcard,Low,High,2,3
963,Yes,Air Miles,Letter,Medium,Low,1,3
964,Yes,Cash Back,Letter,Medium,Low,1,5
965,Yes,Air Miles,Postcard,Low,Low,1,5
966,Yes,Cash Back,Letter,Low,Low,1,4
967,Yes,Cash Back,Postcard,Medium,Low,1,3
968,Yes,Air Miles,Postcard,Low,Medium,2,3
969,Yes,Air Miles,Letter,Low,Low,2,4
970,Yes,Cash Back,Postcard,Medium,Low,2,5
971,Yes,Air Miles,Postcard,Medium,Medium,1,3
972,Yes,Air Miles,Postcard,Low,Medium,3,4
973,Yes,Air Miles,Letter,Medium,Medium,1,2
974,Yes,Points,Postcard,Medium,Low,2,5
975,Yes,Air Miles,Postcard,Medium,Medium,2,1
976,Yes,Cash Back,Letter,Low,Low,1,3
977,Yes,Air Miles,Postcard,Low,High,2,3
978,Yes,Air Miles,Letter,Low,Low,2,3
979,Yes,Points,Postcard,Low,Low,1,3
980,Yes,Cash Back,Letter,Low,Low,2,3
981,Yes,Points,Postcard,Medium,Low,2,2
982,Yes,Air Miles,Postcard,High,Low,2,5
983,Yes,Points,Postcard,Low,Low,1,2
984,Yes,Points,Postcard,Low,Medium,1,4
985,Yes,Cash Back,Letter,Low,Low,3,5
986,Yes,Points,Letter,Medium,High,2,5
987,Yes,Air Miles,Postcard,Medium,Low,2,4
988,Yes,Air Miles,Postcard,Low,Medium,1,3
989,Yes,Cash Back,Postcard,Low,High,2,4
990,Yes,Points,Postcard,High,Low,2,2
991,Yes,Points,Postcard,Low,Low,3,4
992,No,Air Miles,Letter,High,High,2,4
993,No,Air Miles,Letter,Medium,Medium,2,5
994,No,Air Miles,Postcard,High,Medium,2,2
995,No,Air Miles,Letter,Medium,High,1,4
996,No,Air Miles,Letter,Medium,Medium,2,6
997,No,Air Miles,Letter,Medium,High,3,4
998,No,Air Miles,Letter,Medium,Medium,2,3
999,No,Air Miles,Postcard,Medium,Low,2,4
1000,No,Air Miles,Letter,High,Low,3,4
1001,No,Air Miles,Postcard,Medium,Medium,3,2
1002,No,Cash Back,Postcard,High,Medium,3,5
1003,No,Points,Letter,Medium,Low,1,2
1004,No,Points,Letter,Low,High,1,3
1005,No,Air Miles,Letter,Low,High,3,3
1006,No,Cash Back,Letter,High,Low,2,2
1007,No,Points,Postcard,Low,Medium,1,4
1008,No,Air Miles,Postcard,Low,High,2,4
1009,No,Points,Postcard,Medium,Low,1,4
1010,No,Cash Back,Letter,Medium,High,2,5
1011,No,Points,Postcard,Low,High,2,4
1012,No,Points,Letter,Medium,Low,2,3
1013,No,Cash Back,Letter,High,High,1,3
1014,No,Air Miles,Postcard,High,High,3,5
1015,No,Cash Back,Letter,Low,Low,2,4
1016,No,Cash Back,Postcard,Medium,High,3,5
1017,No,Air Miles,Postcard,Low,Low,3,1
1018,No,Cash Back,Postcard,Medium,Low,1,3
1019,No,Points,Postcard,High,Medium,1,1
1020,No,Points,Letter,Medium,High,2,3
1021,No,Cash Back,Postcard,Low,Low,1,5
1022,No,Points,Postcard,Low,High,2,4
1023,No,Air Miles,Postcard,Low,Medium,1,4
1024,No,Air Miles,Letter,Medium,Low,2,2
1025,No,Points,Letter,High,High,2,4
1026,No,Air Miles,Postcard,Medium,Medium,2,2
1027,No,Air Miles,Postcard,Medium,Medium,2,4
1028,No,Air Miles,Postcard,High,Low,1,8
1029,No,Air Miles,Postcard,Low,Medium,2,3
1030,No,Air Miles,Letter,Low,High,1,3
1031,No,Air Miles,Letter,High,Medium,3,3
1032,No,Cash Back,Postcard,Medium,Medium,1,4
1033,No,Air Miles,Letter,High,Medium,3,3
1034,No,Points,Postcard,Medium,Low,2,2
1035,No,Air Miles,Letter,Medium,Medium,2,6
1036,No,Air Miles,Letter,Low,High,2,3
1037,No,Air Miles,Postcard,Medium,Low,1,3
1038,No,Points,Letter,Medium,High,1,5
1039,No,Cash Back,Letter,Medium,Medium,1,3
1040,No,Points,Letter,Medium,Medium,1,4
1041,No,Points,Postcard,Medium,Low,1,4
1042,No,Air Miles,Postcard,Medium,High,2,3
1043,No,Cash Back,Letter,Medium,Medium,2,4
1044,No,Cash Back,Postcard,Medium,High,2,2
1045,No,Air Miles,Postcard,Medium,High,2,3
1046,No,Cash Back,Postcard,Medium,High,1,4
1047,No,Cash Back,Letter,Medium,High,2,2
1048,No,Cash Back,Letter,Medium,Low,1,3
1049,No,Cash Back,Postcard,Medium,High,2,2
1050,No,Cash Back,Letter,Medium,Low,1,4
1051,No,Cash Back,Postcard,Low,Low,2,2
1052,No,Cash Back,Letter,High,High,1,3
1053,No,Air Miles,Letter,Medium,Medium,3,2
1054,No,Points,Postcard,Medium,Low,2,4
1055,No,Points,Postcard,Medium,High,2,5
1056,No,Air Miles,Letter,High,High,2,1
1057,No,Cash Back,Postcard,Medium,High,1,1
1058,No,Air Miles,Letter,Low,High,1,3
1059,No,Air Miles,Letter,Medium,Medium,3,4
1060,No,Cash Back,Letter,High,Low,1,3
1061,No,Points,Postcard,Low,Medium,2,2
1062,No,Cash Back,Postcard,Medium,Low,1,3
1063,No,Cash Back,Postcard,Medium,Medium,2,4
1064,No,Cash Back,Letter,High,Low,2,4
1065,No,Points,Postcard,Medium,Medium,2,3
1066,No,Cash Back,Postcard,High,High,1,5
1067,No,Air Miles,Postcard,Medium,Medium,2,3
